"","b1","b2","b3","b4","b5","b6.1","b6.2","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24.1","b24.2","b25","b26","b27","b28","b29","b30","b31","b32"
"375",2,1,1,1,0,0,1,4,1,3,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"376",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,0,1,1,1,1,4,2,1,1,1
"377",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1
"378",0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
"379",1,1,0,1,1,0,1,2,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,3,2,1,1,0
"380",2,0,0,1,1,0,2,4,1,3,0,1,1,1,0,1,2,2,1,1,2,1,1,1,1,1,1,0,1,3,3,1,1,1
"381",2,1,1,1,1,0,2,3,1,0,1,1,1,0,1,1,2,2,1,0,2,1,1,0,0,0,1,1,1,2,2,0,1,0
"382",2,1,1,1,1,1,2,1,1,3,1,0,1,1,1,1,2,2,1,1,2,1,1,0,0,1,1,1,1,4,3,1,1,0
"383",2,1,0,1,1,1,2,4,1,3,2,1,1,0,1,0,2,2,1,1,2,0,1,1,0,0,1,1,1,2,2,1,1,1
"384",1,1,1,1,1,0,1,3,1,0,2,1,1,1,1,1,2,2,1,1,1,1,1,0,0,1,1,1,1,4,2,1,1,1
"385",2,1,1,1,0,0,0,4,1,0,0,1,1,1,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,3,1,1,0
"386",2,0,0,1,0,0,2,2,1,0,2,1,1,0,0,0,2,2,1,1,0,1,1,0,0,0,0,1,0,3,1,1,1,0
"387",2,1,0,0,0,1,2,4,0,3,1,0,1,1,1,0,2,2,1,1,2,1,0,1,1,1,1,1,1,4,2,1,0,0
"388",1,1,0,0,0,0,2,2,1,3,2,1,1,1,1,0,1,2,0,1,2,1,0,0,0,0,0,1,1,0,3,1,1,1
"389",1,1,0,1,0,1,2,3,1,3,2,1,1,0,1,1,2,2,1,1,2,1,0,1,0,0,1,1,1,4,3,1,1,1
"390",1,1,1,0,0,0,0,0,1,3,0,1,0,1,1,0,2,2,1,0,2,0,1,1,0,0,0,0,1,3,1,1,0,1
"391",0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,2,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0
"392",1,1,0,0,1,0,2,3,1,0,1,0,0,1,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"393",1,1,0,1,0,0,1,0,1,3,0,1,1,0,1,0,2,2,1,0,2,1,0,0,0,0,1,1,1,3,1,1,1,1
"394",2,1,1,1,1,0,2,4,1,0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,2,1,1,1
"395",2,0,1,1,0,0,1,4,1,3,1,1,1,1,0,1,2,2,0,1,2,1,0,1,1,1,1,1,1,0,1,1,1,1
"396",1,1,0,1,0,1,2,1,1,3,0,1,1,0,0,1,2,2,1,0,2,1,1,1,0,0,1,1,1,0,3,1,1,0
"397",0,1,0,1,0,0,2,2,0,3,1,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,1,1,1,0,2,1,0,0
"398",1,1,0,0,0,0,1,4,1,0,0,0,0,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0
"399",2,1,1,1,1,0,2,4,1,3,2,1,1,0,1,1,2,2,1,0,2,1,1,1,1,0,1,1,1,4,3,1,1,1
"400",1,1,1,1,1,0,1,2,1,0,1,1,1,0,1,1,2,2,0,0,1,1,0,1,1,0,1,1,1,2,3,1,1,1
"401",2,0,0,1,1,0,1,4,1,3,0,1,1,1,0,0,1,2,1,1,1,0,0,1,1,1,1,1,1,2,2,1,1,0
"402",1,0,0,1,0,0,1,2,0,0,1,1,1,1,1,1,0,2,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
"403",2,1,1,1,0,0,2,2,1,3,0,1,1,0,1,1,1,2,0,0,2,1,1,1,0,1,1,1,1,2,2,1,0,1
"404",2,1,1,1,0,0,1,0,1,3,0,1,1,1,0,1,2,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
"405",2,1,1,1,0,0,1,4,1,3,0,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,1,0,1,2,3,1,0,1
"406",1,1,1,0,1,0,2,4,1,3,0,1,1,0,1,1,2,2,1,0,2,1,1,0,0,0,1,1,1,1,1,0,1,1
"407",0,1,1,1,0,0,2,2,1,0,1,0,1,1,1,1,2,2,1,0,2,1,1,1,0,0,1,1,1,4,3,1,1,0
"408",0,1,1,1,0,0,0,0,1,3,0,1,1,0,0,1,1,0,0,0,2,1,0,0,1,1,0,1,1,0,1,0,1,1
"409",2,1,1,1,0,0,1,4,1,3,0,1,1,1,0,1,0,2,0,1,2,1,0,1,1,1,1,1,1,0,2,1,0,0
"410",2,1,1,1,0,0,2,4,1,3,1,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1
"411",2,1,0,1,0,0,2,1,1,3,0,1,1,1,0,1,2,2,1,1,2,1,0,0,0,0,1,1,1,2,3,1,1,0
"412",1,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,0,1,1,1,0,1,1,1,3,3,0,1,0
"413",2,1,1,1,0,0,1,4,1,3,1,1,1,1,1,0,2,2,0,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0
"414",2,1,0,1,0,0,1,2,1,3,0,0,1,1,0,1,1,2,0,1,2,1,0,0,0,0,1,1,1,2,0,1,1,0
"415",1,1,1,1,0,0,1,1,1,3,1,1,0,1,1,0,1,2,0,1,0,1,1,0,0,0,1,1,1,1,3,1,1,0
"416",2,0,1,1,0,0,1,4,1,0,0,1,1,1,1,1,2,2,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0
"417",2,0,1,1,0,0,1,3,1,3,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0
"418",2,1,1,1,0,0,2,1,1,3,2,1,1,1,1,1,0,2,1,1,1,0,0,0,1,1,1,1,1,4,3,1,1,0
"419",1,1,1,0,0,0,1,2,1,3,1,0,1,0,0,1,0,2,0,1,2,1,0,0,0,0,1,1,0,0,2,1,1,0
"420",1,0,1,1,1,0,1,2,1,3,1,1,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
"421",1,1,1,1,1,0,2,2,1,3,0,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,1,1,1,4,3,1,1,0
"422",1,0,1,1,0,0,2,1,1,3,0,0,1,0,0,1,2,2,1,0,1,1,0,0,0,0,1,0,1,4,2,0,0,0
"423",2,0,1,1,1,0,1,3,1,3,0,1,1,0,1,1,2,1,1,1,2,1,0,0,0,0,1,1,1,2,0,1,1,1
"424",2,1,0,1,1,1,2,2,1,3,0,0,1,1,1,1,0,2,1,1,2,1,1,0,1,1,1,1,1,3,2,1,1,0
"425",1,0,1,1,0,0,1,3,1,3,2,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0
"426",0,1,0,0,1,1,1,2,1,3,0,0,1,0,1,0,2,2,1,1,0,0,0,0,1,1,0,1,1,3,1,0,1,1
"427",0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
"428",2,1,0,1,1,0,1,1,1,3,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"429",2,1,1,1,1,0,2,4,1,3,0,0,1,1,1,0,2,2,1,1,2,1,1,0,1,1,1,1,0,0,1,1,1,0
"430",2,1,1,1,0,1,2,3,1,3,0,1,1,1,1,1,2,2,0,1,2,1,1,0,0,0,1,1,1,2,3,1,1,0
"431",1,1,0,1,1,1,1,2,1,3,1,1,1,0,0,1,2,0,0,1,1,0,1,1,0,0,0,1,1,2,3,1,1,0
"432",2,0,0,0,0,0,1,1,0,3,0,1,1,1,0,1,2,1,0,0,0,1,1,1,0,0,1,0,1,2,1,1,1,0
"433",1,1,1,1,0,0,2,1,1,0,2,0,1,1,0,1,2,2,1,1,1,1,0,0,0,0,0,1,1,0,2,1,1,0
"434",2,1,1,0,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,2,2,1,1,0
"435",0,0,0,1,1,0,1,4,1,0,1,0,1,1,0,1,0,2,1,1,0,0,0,1,0,0,0,1,1,2,2,1,1,1
"436",2,1,1,1,1,0,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,1,1,1,4,3,1,1,0
"437",2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1
"438",1,1,1,1,0,0,1,2,1,3,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0
"439",2,1,0,0,0,0,2,2,1,0,0,0,1,1,0,1,2,2,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,0
"440",0,0,0,0,1,1,2,4,1,0,0,0,0,1,0,0,1,2,0,1,0,1,1,0,0,1,1,1,1,2,3,1,1,0
"441",0,1,1,0,0,0,2,1,1,3,0,0,0,0,1,0,2,0,1,1,2,1,1,1,0,1,0,0,1,4,0,1,1,1
"442",0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,0,2,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0
"443",0,1,1,1,0,1,2,4,1,3,0,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,3,1,1,1,0
"444",2,0,0,1,0,0,1,3,1,3,0,1,1,0,1,0,2,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0
"445",1,1,0,1,0,0,1,4,1,3,1,1,1,1,1,1,2,2,1,0,2,1,0,1,1,1,1,1,1,2,2,0,1,0
"446",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"447",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"448",2,1,1,1,0,1,0,2,1,0,1,1,1,1,1,1,2,2,0,0,2,1,0,0,0,0,0,0,0,3,2,1,1,0
"449",1,1,0,1,0,0,2,4,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0
"450",0,1,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2,0,1,0
"451",1,1,0,0,1,0,1,1,1,3,1,0,1,0,0,1,2,2,0,1,0,1,0,0,0,0,0,1,0,2,1,0,1,0
"452",2,1,1,1,1,0,2,4,1,3,0,1,0,1,1,1,1,2,1,0,2,1,0,0,0,0,1,0,1,4,1,1,1,0
"453",2,1,1,1,0,0,2,4,1,3,0,1,1,1,0,1,2,2,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,0
"454",2,1,0,1,0,0,1,2,1,3,0,1,1,0,1,1,2,2,0,1,2,1,1,1,0,0,1,1,1,0,2,1,1,0
"455",2,1,0,1,1,1,2,1,1,3,0,0,1,0,1,0,2,2,0,1,0,1,1,0,0,0,0,1,1,3,2,1,1,0
"456",1,1,1,1,0,1,2,3,1,3,2,0,1,1,1,1,2,2,1,1,2,1,0,0,1,0,1,0,0,2,3,1,1,0
"457",2,1,1,1,0,1,1,3,1,0,1,1,1,1,1,0,2,2,0,0,1,1,0,1,1,1,1,1,1,2,0,1,0,0
"458",0,0,1,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"459",1,1,0,1,0,0,2,1,1,3,0,0,1,0,0,1,2,2,1,0,2,1,1,0,1,1,1,1,1,3,2,1,1,1
"460",1,0,1,1,0,0,1,1,0,3,0,0,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0
"461",2,0,0,1,1,0,2,1,1,3,0,1,1,0,0,1,1,2,1,1,0,1,1,1,0,0,1,1,1,3,0,1,1,0
"462",0,1,1,1,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0
"463",1,1,1,1,0,0,1,2,1,3,1,1,1,0,1,1,2,2,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0
"464",1,1,0,0,0,0,1,1,1,3,1,1,1,0,1,1,1,1,1,0,2,1,1,0,0,0,1,0,1,1,2,1,1,1
"465",1,1,1,0,0,0,1,1,0,3,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0
"466",0,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"467",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,0,2,1,1,1,0,0,1,1,1,4,2,1,1,1
"468",0,1,0,1,0,0,2,2,1,3,1,0,1,0,1,0,2,2,1,0,1,1,0,0,1,1,1,0,1,2,3,1,0,0
"469",1,1,0,0,0,0,0,1,1,3,0,1,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,1,0
"470",2,1,0,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1
"471",1,1,1,1,0,0,1,4,1,0,0,1,1,1,1,1,1,1,0,1,2,1,1,1,0,0,1,1,1,2,1,1,1,0
"472",1,0,1,1,1,0,0,1,0,3,1,1,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,1,0
"473",2,1,0,0,1,0,1,2,1,0,1,1,0,1,0,1,1,1,0,0,2,0,1,0,1,1,0,1,1,1,1,0,1,0
"474",1,1,0,1,0,0,2,1,1,0,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"475",0,1,0,1,1,0,0,2,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"476",2,0,1,1,0,0,1,0,1,3,2,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,2,1,0,0
"477",2,1,1,1,0,0,1,1,1,3,0,1,1,0,0,1,2,2,0,1,2,1,0,1,0,0,1,1,1,3,1,1,0,0
"478",2,1,0,0,0,0,1,4,1,3,0,1,1,1,1,1,2,2,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0
"479",1,1,1,1,1,1,2,4,1,3,0,1,1,1,1,1,2,2,1,0,1,0,1,1,0,0,0,1,1,2,1,1,1,0
"480",1,1,0,1,1,0,0,1,1,3,1,1,1,0,1,0,0,2,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0
"481",1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,3,1,0,1,0
"482",2,1,1,0,1,1,2,1,1,3,0,1,1,0,1,0,2,2,0,1,1,1,0,0,0,0,0,1,1,2,1,1,1,0
"483",2,1,1,1,0,1,1,3,1,3,0,1,0,1,0,1,2,2,1,1,2,1,0,1,1,1,1,1,1,3,2,0,0,0
"484",0,0,0,1,0,0,1,2,1,0,0,1,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0
"485",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,1,1,1,4,2,1,1,0
"486",2,0,0,1,1,0,1,3,1,3,0,0,1,0,0,1,2,2,0,1,1,1,0,1,1,1,0,0,1,0,2,1,0,0
"487",0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0
"488",0,1,0,0,0,1,2,4,1,3,1,1,1,1,1,1,2,2,0,0,1,1,1,0,0,0,1,1,1,4,2,1,1,0
"489",1,0,1,1,0,0,0,4,1,3,2,1,1,1,0,1,2,2,1,0,1,1,0,1,1,1,0,1,1,3,0,1,1,1
"490",0,1,0,1,1,0,1,2,1,3,0,1,1,0,1,1,0,2,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,0
"491",1,1,0,1,1,1,2,4,1,3,1,1,1,1,1,1,1,2,1,0,2,1,0,1,0,0,1,1,1,3,2,1,1,1
"492",1,0,1,1,0,0,2,3,0,3,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"493",2,0,1,1,0,0,1,1,1,3,1,1,1,1,1,0,2,2,0,0,2,1,1,1,0,0,0,1,1,0,1,1,1,0
"494",1,1,1,1,1,0,2,3,1,3,2,1,1,0,1,1,2,2,0,1,2,1,1,1,0,1,0,1,1,3,2,0,0,0
"495",0,1,1,1,0,0,2,1,1,0,0,1,1,1,0,0,2,2,0,0,2,0,0,1,0,0,1,0,1,4,1,1,1,0
"496",2,1,1,1,0,0,2,1,1,3,2,0,1,0,1,1,2,2,1,1,2,1,1,0,0,0,1,1,1,0,3,1,1,1
"497",1,1,0,1,1,0,2,4,1,3,1,1,1,1,1,1,2,2,1,0,2,1,1,1,1,1,1,1,1,3,1,0,1,0
"498",0,1,1,0,1,0,0,1,1,3,0,0,1,0,1,1,2,2,1,0,2,1,1,0,0,0,1,0,1,2,2,1,1,1
"499",1,0,1,0,1,0,1,2,1,0,0,1,1,0,0,1,0,2,1,0,1,1,0,0,0,0,1,1,1,2,0,1,1,0
"500",0,1,0,0,0,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
"501",2,1,1,1,1,1,2,2,1,3,2,1,1,1,1,0,1,2,0,1,2,1,1,0,1,1,0,1,1,3,3,1,1,0
"502",2,1,0,1,1,0,2,4,1,3,1,1,1,1,1,0,0,2,1,0,2,0,0,0,1,1,0,0,1,3,1,0,0,0
"503",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0
"504",0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,1,1,0,1,1,1,1,2,1,1,0
"505",1,0,1,1,0,0,2,2,1,3,0,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,1,0,1,0,3,1,1,1
"506",2,1,0,1,0,0,0,2,1,3,1,1,1,1,1,1,0,2,1,1,2,1,0,1,1,1,0,1,1,0,2,0,1,1
"507",2,1,1,0,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,0,0,1,2,1,1,1,0
"508",2,1,1,1,1,0,2,1,1,3,1,0,0,0,1,1,0,1,0,0,2,1,0,1,1,1,1,1,1,2,1,1,0,0
"509",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0
"510",1,1,0,0,0,0,1,1,1,3,0,1,1,0,1,0,0,2,1,0,2,0,1,0,1,0,0,0,1,2,2,0,1,0
"511",1,1,1,1,0,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,0,1,0,0,1,1,1,4,3,1,1,0
"512",0,1,0,1,1,0,0,3,1,3,2,1,1,0,0,1,2,0,1,1,2,1,1,1,0,0,1,0,1,0,2,1,1,0
"513",1,1,1,1,1,1,2,4,1,3,2,1,1,1,1,0,2,2,1,1,2,1,0,1,1,1,0,1,1,4,3,1,1,1
"514",2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"515",1,0,1,1,1,0,1,4,1,3,1,1,1,0,0,0,1,2,1,0,1,0,1,1,0,0,0,0,1,4,2,1,1,0
"516",1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,1,1,1,0,1,2,1,0,0,1,1,1,1,1,0,2,1,1,0
"517",1,1,1,0,1,0,0,2,1,3,1,1,1,0,0,1,2,2,1,1,1,1,1,1,0,0,1,1,1,1,3,1,1,0
"518",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,1,4,3,1,1,0
"519",2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0
"520",1,1,1,1,1,1,2,4,1,3,0,1,1,0,0,1,2,2,1,0,1,1,1,0,1,1,1,1,0,0,2,1,1,1
"521",1,1,1,1,1,0,2,1,1,3,2,1,0,0,1,0,1,2,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0
"522",1,1,0,0,0,0,2,1,1,0,1,1,1,0,0,1,2,2,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
"523",2,1,1,1,0,0,2,3,1,3,1,1,1,1,0,1,2,2,1,1,2,1,1,1,0,0,1,1,1,2,3,1,1,0
"524",1,1,1,1,0,0,1,2,1,0,2,1,0,0,1,0,2,2,1,0,0,1,0,0,1,1,0,1,1,3,3,1,1,0
"525",0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0
"526",0,1,0,1,0,0,1,4,1,0,0,1,1,1,0,1,1,0,0,0,2,1,1,1,0,0,0,0,1,1,1,1,1,0
"527",1,1,1,1,0,0,0,2,1,0,0,0,1,1,0,0,2,0,0,0,1,1,0,1,0,0,1,1,1,1,2,1,1,0
"528",2,1,1,1,1,0,1,1,0,3,1,1,1,0,0,0,2,2,0,1,2,0,1,1,0,1,1,1,1,2,2,1,1,0
"529",2,1,1,1,0,0,2,4,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,2,2,1,1,1
"530",1,1,1,1,0,0,0,2,1,0,0,0,1,1,0,1,1,2,0,1,2,1,0,1,0,0,1,1,1,2,2,1,1,1
"531",1,1,0,0,0,1,2,0,1,3,1,0,1,1,0,1,1,2,0,0,1,1,0,0,0,0,1,1,0,3,1,1,0,1
"532",1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,1,0,1,0,0
"533",0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3,0,0,1,1
"534",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,0,2,2,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1
"535",1,1,1,0,1,0,1,4,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,1,1,4,3,1,1,0
"536",0,1,0,0,1,0,1,2,1,3,1,1,1,0,0,1,0,2,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
"537",1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,2,1,1,2,0,1,1,1,0,1,1,1,2,1,1,0,0
"538",0,1,1,0,1,0,1,3,1,3,1,0,0,1,0,0,2,2,1,0,1,1,0,0,0,0,0,1,1,4,2,1,0,0
"539",2,1,0,1,0,0,0,2,1,3,0,1,1,0,0,1,2,2,1,0,2,1,0,1,0,0,0,1,0,2,2,1,1,0
"540",0,1,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,1,1,1,1,2,1,1,1
"541",2,0,1,1,0,0,2,1,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,1,1,4,3,1,1,1
"542",0,1,1,1,0,0,2,4,1,3,1,0,1,1,1,0,2,2,1,1,1,1,1,0,0,0,1,1,1,3,2,1,0,0
"543",1,1,1,1,1,1,2,4,1,3,0,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,0,1,4,3,1,1,1
"544",1,1,0,1,1,0,2,3,1,3,2,1,1,1,0,1,2,2,0,0,1,1,1,0,0,0,1,1,1,1,3,1,1,0
"545",2,1,1,0,1,0,2,3,1,0,1,1,1,0,1,1,1,2,1,1,2,1,0,0,0,0,1,1,0,3,2,1,0,0
"546",2,1,1,1,0,0,0,3,1,3,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1
"547",2,1,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1,2,1,0,2,1,1,1,1,0,1,1,1,3,2,1,0,0
"548",2,0,1,1,0,0,1,2,1,3,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,2,3,1,0,0
"549",0,1,1,1,0,0,0,4,0,3,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0
"550",2,1,1,1,0,0,2,3,1,3,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0
"551",2,1,1,1,0,1,2,4,1,0,2,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,0
"552",0,1,0,1,0,0,1,4,1,3,0,1,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,0
"553",1,0,0,1,0,1,1,1,1,3,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,3,0,1,0
"554",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,1,4,3,1,1,1
"555",1,1,1,1,0,0,0,2,0,3,1,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,3,1,1,1,0
"556",1,1,0,1,0,0,1,1,0,3,0,0,1,0,0,1,2,1,1,0,2,1,0,1,1,1,0,0,1,1,1,0,0,0
"557",2,1,1,1,1,0,2,2,1,0,1,1,1,0,0,1,2,2,0,0,2,1,1,1,1,1,0,1,1,0,2,1,1,0
"558",1,1,1,1,0,0,0,4,1,3,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,0,1,1
"559",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,0,1,2,1,1,1,0,0,1,1,1,4,3,1,1,1
"560",1,1,1,1,0,0,1,2,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,0
"561",2,1,1,0,0,0,2,4,1,3,1,1,0,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,2,2,1,1,0
"562",2,1,1,1,1,0,2,4,1,3,2,1,1,1,1,0,2,2,1,1,2,1,0,1,0,0,1,1,1,4,3,0,1,0
"563",2,1,1,1,1,0,2,1,1,3,2,1,1,1,1,1,2,2,1,0,2,1,1,1,1,1,1,1,1,2,2,1,1,0
"564",2,1,1,1,1,0,0,4,1,3,0,0,1,1,0,1,0,2,0,1,0,1,1,0,0,0,1,1,1,0,2,1,1,0
"565",1,1,1,1,0,1,1,4,1,3,1,1,1,1,0,1,2,2,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0
"566",1,1,1,0,0,0,2,2,1,0,1,1,1,0,1,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,1,1,1
"567",1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,2,2,0,1,1,0,0,0,0,0,1,1,1,0,2,1,0,0
"568",0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0
"569",2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
